req_id,spec_section,spec_lines,normative_text_summary,normative_keyword,representable_in_bootstrap_schema,schema_group,schema_lines,coverage_status,evidence,severity,notes,encodability_tier
REQ-0146,Codex Language Specification — Version 1.0.0 > 11. Schema Definition Language > 11.9 Atomic Constraints > 11.9.7 Identity Constraints > `IdentityConstraint` > Types,5337,`IdentityConstraint(type=MustNotBeEntity)` MUST report an `IdentityError` (§14) if the focus Concept instance declares an `id` Trait.,MUST,yes,IdentityConstraint,10032-10831,covered,spec line 5337; schema group IdentityConstraint,P3,Constraint appears in corresponding schema group.,graph
REQ-0147,Codex Language Specification — Version 1.0.0 > 11. Schema Definition Language > 11.9 Atomic Constraints > 11.9.7 Identity Constraints > `IdentityConstraint` > Types,5340,"Its semantics MUST be identical to `UniqueConstraint(trait=id, scope=S)` as defined in §9.9.7 (where `id` refers to `codex:declaredId`).",MUST,yes,UniqueConstraint,23752-23999,covered,spec line 5340; schema group UniqueConstraint,P3,Constraint appears in corresponding schema group.,graph
REQ-0148,Codex Language Specification — Version 1.0.0 > 11. Schema Definition Language > 11.9 Atomic Constraints > 11.9.7 Identity Constraints > `IdentityConstraint` > Types,5343,"When the focus Concept instance is an Entity, its declared `id` value MUST match the regular expression `p` under SPARQL 1.1 `REGEX` semantics (see §9.5.1).",MUST,partial,When,26492-26702,partial,spec line 5343; schema group When,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,runtime
REQ-0149,Codex Language Specification — Version 1.0.0 > 11. Schema Definition Language > 11.9 Atomic Constraints > 11.9.7 Identity Constraints > `IdentityConstraint` > Types,5345,"When `pattern` is not provided for `IdentityConstraint(type=IdentifierForm)`, schema processing MUST fail with a `SchemaError` (§14).",MUST,partial,IdentityConstraint,10032-10831,partial,spec line 5345; schema group IdentityConstraint,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,runtime
REQ-0150,Codex Language Specification — Version 1.0.0 > 11. Schema Definition Language > 11.9 Atomic Constraints > 11.9.8 Context Constraints > `ContextConstraint` > Types,5358,* `OnlyValidUnderParent`: Requires the immediate parent is of the type specified by the `TargetContext` in this constraint's `Targets` block. The `ContextConstraint` itself MUST NOT have a `contextSelector` trait.,MUST NOT,yes,TargetContext,20151-20360,covered,spec line 5358; schema group TargetContext,P3,Constraint appears in corresponding schema group.,graph
REQ-0151,Codex Language Specification — Version 1.0.0 > 11. Schema Definition Language > 11.9 Atomic Constraints > 11.9.8 Context Constraints > `ContextConstraint` > Types,5359,* `OnlyValidUnderContext`: Requires an ancestor of the specified type exists in the parent chain. The `contextSelector` trait MUST be present.,MUST,yes,ContextConstraint,6872-7276,covered,spec line 5359; schema group ContextConstraint,P3,Constraint appears in corresponding schema group.,graph
REQ-0152,Codex Language Specification — Version 1.0.0 > 11. Schema Definition Language > 11.9 Atomic Constraints > 11.9.8 Context Constraints > `ContextConstraint` > Types,5361,Context constraint semantics MUST follow §9.9.8.,MUST,partial,ContextConstraint,6872-7276,partial,spec line 5361; schema group ContextConstraint,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,runtime
REQ-0153,Codex Language Specification — Version 1.0.0 > 11. Schema Definition Language > 11.9 Atomic Constraints > 11.9.10 Content Constraints > `ContentConstraint` > Types,5373,* `ForbidsContent`: Requires content is absent. The `pattern` and `flags` traits MUST NOT be present.,MUST NOT,yes,ContentConstraint,5833-6397,covered,spec line 5373; schema group ContentConstraint,P2,Type-specific pattern/flags requirements encoded via xone subshapes.,graph
REQ-0154,Codex Language Specification — Version 1.0.0 > 11. Schema Definition Language > 11.9 Atomic Constraints > 11.9.10 Content Constraints > `ContentConstraint` > Types,5374,* `ContentRequired`: Requires content exists. The `pattern` and `flags` traits MUST NOT be present.,MUST NOT,yes,ContentConstraint,5833-6397,covered,spec line 5374; schema group ContentConstraint,P2,Type-specific pattern/flags requirements encoded via xone subshapes.,graph
REQ-0155,Codex Language Specification — Version 1.0.0 > 11. Schema Definition Language > 11.9 Atomic Constraints > 11.9.10 Content Constraints > `ContentConstraint` > Types,5375,* `ContentMatchesPattern`: Requires content matches a pattern. The `pattern` trait MUST be present. The `flags` trait is allowed.,MUST,yes,ContentConstraint,5833-6397,covered,spec line 5375; schema group ContentConstraint,P2,Type-specific pattern/flags requirements encoded via xone subshapes.,graph
REQ-0156,Codex Language Specification — Version 1.0.0 > 11. Schema Definition Language > 11.9 Atomic Constraints > 11.9.10 Content Constraints > `ContentConstraint` > Types,5377,Content constraint semantics MUST follow the content model defined in §3.4 and the validation rules defined in §9.9.5.,MUST,partial,ContentConstraint,5833-6397,partial,spec line 5377; schema group ContentConstraint,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,runtime
REQ-0157,Codex Language Specification — Version 1.0.0 > 11. Schema Definition Language > 11.11 Relationship to External Systems,5440,"* Any derived representation (including SHACL, SHACL-SPARQL, or OWL) MUST be a pure, deterministic projection of the Codex schema.",MUST,partial,Schema,18352-19489,partial,spec line 5440; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,runtime
REQ-0158,Codex Language Specification — Version 1.0.0 > 11. Schema Definition Language > 11.11 Relationship to External Systems,5441,"* Derived artifacts MUST NOT introduce semantics, defaults, inference rules, or interpretation not explicitly defined by:",MUST NOT,partial,Schema,18352-19489,partial,spec line 5441; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,runtime
REQ-0159,Codex Language Specification — Version 1.0.0 > 11. Schema Definition Language > 11.11 Relationship to External Systems,5445,"* Derived artifacts MUST NOT override, weaken, or contradict Codex validation semantics.",MUST NOT,partial,Schema,18352-19489,partial,spec line 5445; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,runtime
REQ-0160,Codex Language Specification — Version 1.0.0 > 11. Schema Definition Language > 11.11 Relationship to External Systems,5446,"* When a Codex constraint or rule cannot be expressed faithfully in the chosen external system, derivation MUST fail with a `SchemaError` (§14) rather than approximate.",MUST,partial,When,26492-26702,partial,spec line 5446; schema group When,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,runtime
REQ-0161,Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.3 Bootstrap Schema-of-Schemas,5503,The bootstrap schema-of-schemas MUST NOT be substituted for a missing governing schema when processing an instance document.,MUST NOT,partial,Schema,18352-19489,partial,spec line 5503; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,runtime
REQ-0162,Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.3 Bootstrap Schema-of-Schemas > 12.3.1 Requirements,5507,Every conforming implementation MUST:,MUST,partial,Schema,18352-19489,partial,spec line 5507; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,runtime
REQ-0163,Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.3 Bootstrap Schema-of-Schemas > 12.3.1 Requirements,5513,"An explicitly provided governing schema for a schema document MUST either be the bootstrap schema-of-schemas itself or a schema that is valid under the bootstrap schema-of-schemas. An implementation MUST NOT partially extend, modify, or augment the bootstrap schema-of-schemas.",MUST NOT,partial,Schema,18352-19489,partial,spec line 5513; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,runtime
REQ-0164,Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.3 Bootstrap Schema-of-Schemas > 12.3.1 Requirements,5515,The bootstrap schema-of-schemas MUST itself conform to the Codex language invariants (§2) and the schema-first architecture (§9).,MUST,partial,Schema,18352-19489,partial,spec line 5515; schema group Schema,P1,Conformance to all language invariants cannot be established from schema.cdx alone.,runtime
REQ-0165,Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.3 Bootstrap Schema-of-Schemas > 12.3.2 Schema Document Detection,5521,A document whose root Concept is `Schema` MUST be treated as a schema document and MUST NOT be parsed as an instance document under any schema other than the bootstrap schema-of-schemas or an explicitly provided governing schema.,MUST NOT,partial,Schema,18352-19489,partial,spec line 5521; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,runtime
REQ-0166,Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.3 Bootstrap Schema-of-Schemas > 12.3.2 Schema Document Detection,5525,"1. If an explicit governing schema was provided by the caller, that schema MUST be used.",MUST,partial,Schema,18352-19489,partial,spec line 5525; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,runtime
REQ-0167,Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.3 Bootstrap Schema-of-Schemas > 12.3.2 Schema Document Detection,5526,"2. Otherwise, the built-in bootstrap schema-of-schemas MUST be used.",MUST,partial,Schema,18352-19489,partial,spec line 5526; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,runtime
REQ-0168,Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.3 Bootstrap Schema-of-Schemas > 12.3.2 Schema Document Detection,5528,"An implementation MUST NOT use any other detection, inference, or fallback mechanisms.",MUST NOT,partial,Schema,18352-19489,partial,spec line 5528; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,runtime
REQ-0169,Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.3 Bootstrap Schema-of-Schemas > 12.3.3 Validation and Error Classification,5534,"* If the document cannot be decoded, tokenized, or structurally parsed, the failure MUST be classified as `ParseError` (§14).",MUST,partial,Schema,18352-19489,partial,spec line 5534; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,runtime
REQ-0170,Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.3 Bootstrap Schema-of-Schemas > 12.3.3 Validation and Error Classification,5535,"* If the document is structurally readable but violates the bootstrap schema-of-schemas or an explicitly provided governing schema, the failure MUST be classified as `SchemaError` (§14).",MUST,partial,Schema,18352-19489,partial,spec line 5535; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,runtime
REQ-0171,Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.3 Bootstrap Schema-of-Schemas > 12.3.3 Validation and Error Classification,5537,"Implementations MUST NOT attempt partial validation, recovery, or best-effort interpretation.",MUST NOT,partial,Schema,18352-19489,partial,spec line 5537; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,runtime
REQ-0172,Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.3 Bootstrap Schema-of-Schemas > 12.3.4 Canonical Authority,5545,"The bootstrap schema-of-schemas MUST accept exactly those schema documents that conform to §11, and MUST reject all others with a `SchemaError` (§14).",MUST,partial,Schema,18352-19489,partial,spec line 5545; schema group Schema,P1,"""Accept exactly §11"" is broader than what schema.cdx alone enforces; several rules rely on external processing semantics.",runtime
REQ-0173,Codex Language Specification — Version 1.0.0 > 12. Schema Loading and Bootstrapping > 12.3 Bootstrap Schema-of-Schemas > 12.3.4 Canonical Authority,5547,"The bootstrap schema-of-schemas MUST NOT introduce additional constructs, defaults, or semantics beyond those defined in §11.",MUST NOT,partial,Schema,18352-19489,partial,spec line 5547; schema group Schema,P1,"No-extra-semantics is a system-level guarantee, not fully encoded in shape graph.",runtime
REQ-0174,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.2 Core Principles,5636,Schemas MUST make their versioning intent explicit.,MUST,partial,Schema,18352-19489,partial,spec line 5636; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,version
REQ-0175,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.3 Schema Identity,5639,Every Codex schema MUST declare its identity and version explicitly.,MUST,yes,Schema,18352-19489,covered,spec line 5639; schema group Schema,P3,Constraint appears in corresponding schema group.,graph
REQ-0176,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.3 Schema Identity,5650,All versions of the same schema MUST share the same schema identifier.,MUST,partial,Schema,18352-19489,partial,spec line 5650; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,version
REQ-0177,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.3 Schema Identity,5654,"A schema document that omits any of the `id`, `version`, or `versionScheme` Traits on the root `Schema` Concept MUST be rejected with a `SchemaError` (§14).",MUST,yes,Schema,18352-19489,covered,spec line 5654; schema group Schema,P3,Constraint appears in corresponding schema group.,graph
REQ-0178,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.3 Schema Identity,5656,A schema document MUST NOT declare more than one schema identifier.,MUST NOT,partial,Schema,18352-19489,partial,spec line 5656; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,version
REQ-0179,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.3 Schema Identity,5658,"Within a schema lineage, the schema identifier MUST NOT be redefined or aliased.",MUST NOT,partial,Schema,18352-19489,partial,spec line 5658; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,version
REQ-0180,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.3 Schema Identity,5660,"Schema identity and version information MUST be treated as authoritative and MUST NOT be inferred, synthesized, or substituted by tooling.",MUST NOT,partial,Schema,18352-19489,partial,spec line 5660; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,version
REQ-0181,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.4 Version Semantics,5663,Schemas MUST use monotonic versioning within a schema lineage.,MUST,partial,Schema,18352-19489,partial,spec line 5663; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,version
REQ-0182,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.4 Version Semantics,5665,"Within a schema lineage, all schema versions MUST use the same `versionScheme` value; a schema that changes the `versionScheme` within a lineage MUST be rejected with a `SchemaError` (§14).",MUST,partial,Schema,18352-19489,partial,spec line 5665; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,version
REQ-0183,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.4 Version Semantics,5667,"Regardless of scheme, schema versions MUST form a **total, unambiguous ordering**. A schema whose version ordering is ambiguous or non-comparable MUST be rejected with a `SchemaError` (§14).",MUST,partial,Schema,18352-19489,partial,spec line 5667; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,version
REQ-0184,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.4 Version Semantics,5669,"Tools MUST compare schema versions mechanically according to the comparison rules defined in this section for the declared `versionScheme`, and MUST NOT apply heuristics, coercion, or fallback rules.",MUST NOT,partial,Schema,18352-19489,partial,spec line 5669; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,version
REQ-0185,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.4 Version Semantics > 13.4.1 Version Schemes,5672,The root `Schema` Concept’s `versionScheme` Trait MUST be one of the following Enumerated Token Values:,MUST,yes,Schema,18352-19489,covered,spec line 5672; schema group Schema,P2,versionScheme enum is enforced on Schema trait.,graph
REQ-0186,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.4 Version Semantics > 13.4.1 Version Schemes,5679,"If `versionScheme` is not one of these values, schema processing MUST fail with a `SchemaError` (§14).",MUST,partial,Schema,18352-19489,partial,spec line 5679; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,version
REQ-0187,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.4 Version Semantics > 13.4.2 Version Comparison Rules,5682,"For all schemes below, if a `version` text does not conform to the required scheme-specific syntax, schema processing MUST fail with a `SchemaError` (§14).",MUST,partial,Schema,18352-19489,partial,spec line 5682; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,version
REQ-0188,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.5 Compatibility Classes,5705,"Each schema version MUST declare exactly one compatibility class. For all versions except the first, the compatibility class declares the relationship to the immediately preceding version in the same schema lineage.",MUST,yes,Schema,18352-19489,covered,spec line 5705; schema group Schema,P3,Constraint appears in corresponding schema group.,graph
REQ-0189,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.5 Compatibility Classes,5709,The `compatibilityClass` Trait MUST be one of the following Enumerated Token Values:,MUST,yes,Schema,18352-19489,covered,spec line 5709; schema group Schema,P2,compatibilityClass enum is enforced on Schema trait.,graph
REQ-0190,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.5 Compatibility Classes,5716,"If `compatibilityClass` is not one of these values, schema processing MUST fail with a `SchemaError` (§14).",MUST,partial,Schema,18352-19489,partial,spec line 5716; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,version
REQ-0191,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.5 Compatibility Classes,5720,"If a schema version's declared compatibility class is contradicted by its actual effects on validation semantics, the schema MUST be rejected with a `SchemaError` (§14).",MUST,partial,Schema,18352-19489,partial,spec line 5720; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,version
REQ-0192,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.5 Compatibility Classes > 13.5.1 Initial,5724,The first version in a schema lineage MUST declare `compatibilityClass=$Initial`.,MUST,yes,Schema,18352-19489,covered,spec line 5724; schema group Schema,P3,Constraint appears in corresponding schema group.,version
REQ-0193,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.5 Compatibility Classes > 13.5.1 Initial,5726,"A schema version that declares `$Initial` MUST be the first version in its lineage; if a non-first version declares `$Initial`, schema processing MUST fail with a `SchemaError` (§14).",MUST,partial,Schema,18352-19489,partial,spec line 5726; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,version
REQ-0194,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.5 Compatibility Classes > 13.5.2 BackwardCompatible,5732,* all Codex data that passed schema validation under the immediately preceding version MUST also pass schema validation under this version,MUST,partial,Schema,18352-19489,partial,spec line 5732; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,version
REQ-0195,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.5 Compatibility Classes > 13.5.2 BackwardCompatible,5733,* the meaning of existing Concepts and Traits MUST be preserved,MUST,yes,Schema,18352-19489,covered,spec line 5733; schema group Schema,P3,Constraint appears in corresponding schema group.,version
REQ-0196,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.5 Compatibility Classes > 13.5.2 BackwardCompatible,5737,"If any previously valid data becomes invalid under a schema version declared as backward-compatible, the schema MUST be rejected with a `SchemaError` (§14).",MUST,partial,Schema,18352-19489,partial,spec line 5737; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,version
REQ-0197,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.5 Compatibility Classes > 13.5.3 ForwardCompatible,5749,"If data authored for a forward-compatible version cannot pass schema validation under the preceding version without loss of meaning, the schema MUST be rejected with a `SchemaError` (§14).",MUST,partial,Schema,18352-19489,partial,spec line 5749; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,version
REQ-0198,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.5 Compatibility Classes > 13.5.4 Breaking,5759,Any schema version that introduces a breaking change MUST be declared as breaking.,MUST,partial,Schema,18352-19489,partial,spec line 5759; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,version
REQ-0199,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.6 What Constitutes a Breaking Change,5764,The following changes are breaking and MUST require `compatibilityClass=$Breaking`:,MUST,partial,Schema,18352-19489,partial,spec line 5764; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,version
REQ-0200,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.6 What Constitutes a Breaking Change,5778,A schema version that introduces any breaking change without declaring `compatibilityClass=$Breaking` is invalid and MUST be rejected with a `SchemaError` (§14).,MUST,partial,Schema,18352-19489,partial,spec line 5778; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,version
REQ-0201,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.7 Non-Breaking Changes,5794,Non-breaking changes MUST NOT:,MUST NOT,partial,Schema,18352-19489,partial,spec line 5794; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,version
REQ-0202,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.7 Non-Breaking Changes,5800,"If any change classified as non-breaking would cause previously valid data to fail validation, the schema version MUST instead be declared as `compatibilityClass=$Breaking`.",MUST,partial,Schema,18352-19489,partial,spec line 5800; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,version
REQ-0203,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.8 Schema Validation Behavior,5803,"When validating a Codex document, the governing schema version MUST be explicitly known.",MUST,partial,When,26492-26702,partial,spec line 5803; schema group When,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,runtime
REQ-0204,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.8 Schema Validation Behavior,5805,Validation MUST be performed strictly according to the rules of that schema version.,MUST,partial,Schema,18352-19489,partial,spec line 5805; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,runtime
REQ-0205,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.8 Schema Validation Behavior,5807,A conforming implementation MUST:,MUST,partial,Schema,18352-19489,partial,spec line 5807; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,runtime
REQ-0206,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.8 Schema Validation Behavior,5814,A conforming implementation MUST NOT:,MUST NOT,partial,Schema,18352-19489,partial,spec line 5814; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,runtime
REQ-0207,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.8 Schema Validation Behavior,5821,"If schema version resolution fails for any reason, validation MUST fail with a `SchemaError` (§14).",MUST,partial,Schema,18352-19489,partial,spec line 5821; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,runtime
REQ-0208,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.9 Relationship to Data Migration,5826,A breaking schema version declaration MUST be treated as a statement that migration is required for existing data to validate under the new schema version.,MUST,partial,Schema,18352-19489,partial,spec line 5826; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,version
REQ-0209,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.9 Relationship to Data Migration,5828,Codex schemas MUST:,MUST,partial,Schema,18352-19489,partial,spec line 5828; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,version
REQ-0210,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.9 Relationship to Data Migration,5834,Codex tooling MUST:,MUST,partial,Schema,18352-19489,partial,spec line 5834; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,runtime
REQ-0211,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.9 Relationship to Data Migration,5840,Any migrated data MUST validate cleanly under the target schema version using ordinary schema validation rules.,MUST,partial,Schema,18352-19489,partial,spec line 5840; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,version
REQ-0212,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.9 Relationship to Data Migration,5842,"Migration tooling, if provided, is outside the scope of this specification and MUST be explicit, deterministic, and non-heuristic.",MUST,partial,Schema,18352-19489,partial,spec line 5842; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,runtime
REQ-0213,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.10 Tooling Responsibilities,5845,Codex tooling MUST:,MUST,partial,Schema,18352-19489,partial,spec line 5845; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,runtime
REQ-0214,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.10 Tooling Responsibilities,5853,Codex tooling MUST NOT:,MUST NOT,partial,Schema,18352-19489,partial,spec line 5853; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,runtime
REQ-0215,Codex Language Specification — Version 1.0.0 > 13. Schema Versioning > 13.10 Tooling Responsibilities,5860,"All version handling MUST be explicit, deterministic, and free of heuristics.",MUST,partial,Schema,18352-19489,partial,spec line 5860; schema group Schema,P3,Requirement is partly outside declarative shape constraints and needs runtime semantics.,runtime
